"ID"	"R_G"	"LOD"
"NC_000936.1_S3"	"0.547422308652918"	"0"
"NC_010429.1_S4"	"0.646683316688789"	"0"
"NC_025708.1_S1"	"0.694735750092807"	"1"
"NC_027637.1_S2"	"0.641960543429558"	"0"
"NC_039057.1_S1"	"0.628689413131323"	"0"
"S1081_ML_002_A"	"0.682668474333986"	"0"
"S1082_ML_003_A"	"0.690376689802979"	"0"
"S1083_ML_004_A"	"0.725596485581304"	"0"
"S1084_ML_005_A"	"0.758813835365697"	"1"
"S1085_ML_006_A"	"0.5745461762488"	"1"
"S1086_ML_007_A"	"0.688963825819198"	"0"
"S1087_MG_001_A"	"0.642327545539992"	"0"
"S1088_MG_002_A"	"0.731463779191501"	"1"
"S1089_MG_003_A"	"0.709907145467388"	"1"
"S1090_MG_004_A"	"0.701710012066312"	"1"
"S1091_MG_005_A"	"0.788133021423921"	"1"
"S1092_MG_006_A"	"0.718300353228232"	"0"
"S1093_MG_007_A"	"0.64637890815139"	"0"
"S1094_MG_008_A"	"0.719609760687079"	"0"
"S1095_MG_009_A"	"0.77072396954457"	"1"
"S1096_MG_010_A"	"0.796589056492354"	"1"
"S1097_MG_011_A"	"0.690095322016087"	"0"
"S1098_MG_012_A"	"0.666940733103329"	"0"
"S1099_MG_013_A"	"0.59596272346926"	"0"
"S1100_MG_014_A"	"0.6508162668896"	"0"
"S1101_MG_015_A"	"0.791138764601854"	"1"
"S1102_MG_016_A"	"0.413732346115699"	"0"
"S1103_MG_017_A"	"0.74434214364196"	"1"
"S1104_MG_018_A"	"0.680137181656747"	"0"
"S1105_MG_019_A"	"0.695200197447459"	"0"
"S1106_MG_020_A"	"0.645674972076934"	"0"
"S1107_MG_021_A"	"0.683293469291594"	"0"
"S1108_MG_022_A"	"0.772734639946691"	"1"
"S1109_MG_023_A"	"0.622519475022963"	"0"
"S1110_MG_024_A"	"0.578954944834493"	"0"
"S1111_MG_025_A"	"0.614885065033545"	"0"
"S1112_MG_026_A"	"0.67512911936134"	"0"
"S1113_MG_027_A"	"0.609088162307051"	"0"
"S1114_MG_028_A"	"0.640878254658716"	"0"
"S1115_MG_029_A"	"0.663529586617267"	"0"
"S1116_MG_030_A"	"0.758482137439597"	"1"
"S1117_MG_031_A"	"0.684798424047478"	"0"
"S1118_MG_032_A"	"0.78498979902171"	"1"
"S1119_MG_033_A"	"0.602737144770067"	"0"
"S1120_MG_034_A"	"0.660622704225854"	"0"
"S1121_MG_035_A"	"0.753119135330185"	"1"
"S1122_MG_036_A"	"0.703098184328297"	"0"
"S1123_MG_037_A"	"0.373841026969437"	"0"
"S1124_MG_038_A"	"0.654620500680992"	"0"
"S1125_MG_039_A"	"0.601564626417425"	"0"
"S1126_MG_040_A"	"0.78822337796587"	"1"
"S1127_MG_041_A"	"0.704830198906605"	"0"
"S1128_MG_042_A"	"0.672747928103272"	"0"
"S1129_MG_043_A"	"0.709276764341723"	"1"
"S1130_MG_044_A"	"0.711581438996912"	"1"
"S1131_MG_045_A"	"0.806718292913362"	"1"
"S1132_MG_046_A"	"0.644930676461432"	"0"
"S1133_MG_047_A"	"0.752439485009914"	"1"
"S1134_MG_048_A"	"0.715341063971781"	"1"
"S1138_MG_049_A"	"0.640527872310949"	"1"
"S1139_MG_050_A"	"0.567195770267356"	"0"
"S1140_MG_051_A"	"0.64475498591064"	"0"
"S1141_MG_052_A"	"0.681658839996432"	"0"
"S1142_MG_053_A"	"0.656925687945223"	"0"
"S1143_MG_054_A"	"0.699641265799374"	"1"
"S1144_MG_055_A"	"0.623991593412769"	"0"
"S1145_MG_056_A"	"0.668078004848971"	"0"
"S1146_MG_057_A"	"0.663752209433991"	"0"
"S1147_MG_058_A"	"0.742265050990227"	"1"
"S1148_MG_059_A"	"0.665239864272856"	"0"
"S1149_MG_060_A"	"0.564395523621882"	"0"
"S1150_MG_061_A"	"0.611558735276203"	"0"
"S1151_MG_062_A"	"0.614338163056118"	"0"
"S1152_MG_063_A"	"0.65122840461913"	"0"
"S1153_MG_064_A"	"0.57127028864505"	"0"
"S1154_MG_065_A"	"0.675028025773609"	"1"
"S1155_MG_066_A"	"0.72425377834568"	"1"
"S1156_MG_067_A"	"0.581393357000064"	"0"
"S1157_MG_068_A"	"0.590724271933102"	"0"
"S1158_MG_069_A"	"0.676227129330411"	"1"
"S1159_MG_070_A"	"0.71379799383793"	"1"
"S1160_MG_071_A"	"0.746139147672042"	"1"
"S1161_MG_072_A"	"0.794170930013194"	"1"
"S1162_MG_073_A"	"0.807205686219801"	"1"
"S1163_MG_074_A"	"0.628095324078853"	"0"
"S1164_MG_075_A"	"0.660858902209854"	"0"
"S1165_MG_076_A"	"0.62180165197579"	"0"
"S1166_MG_077_A"	"0.621305847376223"	"0"
"S1167_MG_078_A"	"0.728261675469742"	"1"
"S1168_MG_079_A"	"0.608999604463086"	"0"
